"SKU","Produto","Quantidade Vendida","Primeiro Nome","Sobrenome","Loja","Preco Unitario",""
"HL1148","Câmera","2","Hiaiune","Valim","São Paulo","2100",""
"HL8851","Notebook","3","Fabio","Sepúlveda","Salvador","3500",""
"HL4379","Televisão","2","Gabriel","Rubim","São Paulo","2500",""
"HL7348","SmartWatch","2","Bianca","Allevato","Salvador","1400",""
"HL7348","SmartWatch","4","Bruno","Oliveira","Salvador","1400",""
"HL4379","Televisão","4","Rebeca","Taylor","São Paulo","2500",""
"HL1918","iPhone","2","Ana","Júnior","Porto Alegre","5300",""
"HL8851","Notebook","5","Luíza","Goulart","Curitiba","3500",""
"HL1918","iPhone","1","David","Vasconcelos","Rio de Janeiro","5300",""
"HL2714","Tablet","2","Carolina","Alfradique","Curitiba","1600",""
"HL1918","iPhone","5","Samara","Pinto","Fortaleza","5300",""
"HL1918","iPhone","2","Joyce","Medina","São Paulo","5300",""
"HL7348","SmartWatch","4","Victor","Oliveira","Rio de Janeiro","1400",""
"HL1918","iPhone","3","Bruna","Silveira","Salvador","5300",""
"HL2714","Tablet","3","Leandro","Melo","Belo Horizonte","1600",""
"HL8851","Notebook","2","Clara","Silveira","Goiás","3500",""
"HL1918","iPhone","3","Daniel","Valente","São Paulo","5300",""
"HL4379","Televisão","1","João","Rodrigues","Salvador","2500",""
"HL1918","iPhone","1","Raissa","Maia","Recife","5300",""
"HL4379","Televisão","2","Bruno","Mota","São Paulo","2500",""
"HL8851","Notebook","4","Thiago","Miura","Fortaleza","3500",""
"HL1918","iPhone","4","Carolina","Bernardes","São Paulo","5300",""
"HL1148","Câmera","2","Rogério","Gentile","Belo Horizonte","2100",""
"HL8851","Notebook","3","Caio","Vianna","Salvador","3500",""
"HL7348","SmartWatch","3","Julia","Aliani","Belo Horizonte","1400",""
"HL9962","Android","3","Raphael","Coelho","São Paulo","3400",""
"HL1918","iPhone","5","Guido","Monteiro","São Paulo","5300",""
"HL1148","Câmera","1","Milena","Alcoforado","São Paulo","2100",""
"HL1148","Câmera","4","Victor","Gomes","Belo Horizonte","2100",""
"HL4379","Televisão","1","Maria","Gasperi","Rio de Janeiro","2500",""
"HL8851","Notebook","4","Lucas","Monte","Curitiba","3500",""
"HL9962","Android","4","Michelle","Pereira","Fortaleza","3400",""
"HL8851","Notebook","5","Diego","Mello","Salvador","3500",""
"HL1148","Câmera","2","Hygor","Essaber","Salvador","2100",""
"HL1918","iPhone","5","Marcos","Nucci","Curitiba","5300",""
"HL4379","Televisão","2","David","Assumpção","Goiás","2500",""
"HL1918","iPhone","4","Pedro","Costa","Salvador","5300",""
"HL4379","Televisão","4","Eduardo","Veiga","Recife","2500",""
"HL8851","Notebook","5","Alvaro","Kranz","Curitiba","3500",""
"HL1918","iPhone","2","Lucas","Fontoura","Salvador","5300",""
"HL9962","Android","2","Rachel","Restum","Rio de Janeiro","3400",""
"HL4379","Televisão","5","Camilla","Cardeman","Goiás","2500",""
"HL4379","Televisão","5","Carlos","Azevedo","Fortaleza","2500",""
"HL1918","iPhone","2","Anderson","Cavalcanti","Fortaleza","5300",""
"HL4379","Televisão","1","Julie","Ferreira","Goiás","2500",""
"HL2714","Tablet","1","Fabio","Ramos","Rio de Janeiro","1600",""
"HL2714","Tablet","5","Luã","Sá","Belo Horizonte","1600",""
"HL4379","Televisão","3","Alexandre","Dantas","Porto Alegre","2500",""
"HL1918","iPhone","5","Ana","Felippe","Salvador","5300",""
"HL4379","Televisão","4","Letícia","Leal","São Paulo","2500",""
"HL1918","iPhone","4","Carolina","Brum","Rio de Janeiro","5300",""
"HL7348","SmartWatch","1","Letícia","Rodrigues","Salvador","1400",""
"HL8851","Notebook","5","Julia","Leig","São Paulo","3500",""
"HL8851","Notebook","4","Beatriz","Biase","Fortaleza","3500",""
"HL7348","SmartWatch","2","Daniel","Nauenberg","Salvador","1400",""
"HL4379","Televisão","1","Rilson","Guedes","Salvador","2500",""
"HL1918","iPhone","4","Gabriela","Aliani","São Paulo","5300",""
"HL4379","Televisão","2","Lucas","Costa","Salvador","2500",""
"HL1918","iPhone","1","Natali","Rangel","Porto Alegre","5300",""
"HL7348","SmartWatch","2","Clara","Bruno","Fortaleza","1400",""
"HL1918","iPhone","4","Isabella","Santos","Curitiba","5300",""
"HL1918","iPhone","4","Douglas","Rodrigues","São Paulo","5300",""
"HL1918","iPhone","4","Vanessa","Neves","Curitiba","5300",""
"HL2714","Tablet","1","Thainá","Binello","Rio de Janeiro","1600",""
"HL1918","iPhone","3","Victor","Firmino","Porto Alegre","5300",""
"HL2714","Tablet","2","Bruna","Ramos","São Paulo","1600",""
"HL1148","Câmera","3","Marcos","Nucci","São Paulo","2100",""
"HL4379","Televisão","1","Priscila","Carvalho","Recife","2500",""
"HL1918","iPhone","1","Rodrigo","Souza","Salvador","5300",""
"HL1918","iPhone","5","Henrique","Lencastre","São Paulo","5300",""
"HL1148","Câmera","3","Luiza","Johnson","Salvador","2100",""
"HL9962","Android","2","Raphael","Kurtz","São Paulo","3400",""
"HL1148","Câmera","1","Julie","Ferreira","Salvador","2100",""
"HL8851","Notebook","5","Myllena","Carneiro","Goiás","3500",""
"HL4379","Televisão","3","Luíza","Goulart","Salvador","2500",""
"HL4379","Televisão","5","Ruan","Gonçalves","Curitiba","2500",""
"HL1918","iPhone","1","Matheus","Delgado","Fortaleza","5300",""
"HL2714","Tablet","3","Lucas","Valim","Recife","1600",""
"HL1918","iPhone","3","Paula","Carneiro","São Paulo","5300",""
"HL1918","iPhone","2","Juliana","Silva","Recife","5300",""
"HL1918","iPhone","1","Jéssica","Netto","Fortaleza","5300",""
"HL4379","Televisão","2","Luiz","Freire","Rio de Janeiro","2500",""
"HL1918","iPhone","5","Bianca","Paz","São Paulo","5300",""
"HL1148","Câmera","5","Brenno","Santos","São Paulo","2100",""
"HL7348","SmartWatch","3","Paloma","Sperandei","Porto Alegre","1400",""
"HL8851","Notebook","3","Guilherme","Castilho","Porto Alegre","3500",""
"HL1148","Câmera","3","Pedro","Santos","Belo Horizonte","2100",""
"HL1918","iPhone","4","Paulo","Campos","Curitiba","5300",""
"HL4379","Televisão","2","Michelle","Pereira","Salvador","2500",""
"HL2714","Tablet","5","Tayla","Lima","Fortaleza","1600",""
"HL8851","Notebook","5","Michelle","Pereira","Fortaleza","3500",""
"HL7348","SmartWatch","2","Gustavo","Accardo","São Paulo","1400",""
"HL1918","iPhone","1","Izabel","Miura","Goiás","5300",""
"HL8851","Notebook","5","Maria","Motta","Fortaleza","3500",""
"HL4379","Televisão","5","Thayane","Resende","São Paulo","2500",""
"HL7348","SmartWatch","5","Mariana","Barrozo","São Paulo","1400",""
"HL4379","Televisão","1","Joyce","Medina","Salvador","2500",""
"HL2714","Tablet","4","Jonatas","Passos","Porto Alegre","1600",""
"HL1918","iPhone","5","Rojane","Lima","Goiás","5300",""
"HL4379","Televisão","2","Cézar","Santos","Fortaleza","2500",""
"HL7348","SmartWatch","1","Jonas","Gomes","Porto Alegre","1400",""
"HL4379","Televisão","2","Ana","Soledade","Recife","2500",""
"HL1918","iPhone","5","Letícia","Leal","Recife","5300",""
"HL9962","Android","1","Natalia","Marinho","Fortaleza","3400",""
"HL4379","Televisão","1","Gustavo","Guimarães","Salvador","2500",""
"HL1918","iPhone","4","Antonio","Bernhardt","Fortaleza","5300",""
"HL1918","iPhone","4","Luiza","Procaci","Goiás","5300",""
"HL4379","Televisão","1","Ana","Felippe","Curitiba","2500",""
"HL4379","Televisão","5","Carolina","Rocha","Porto Alegre","2500",""
"HL4379","Televisão","3","Luiza","Ribeiro","São Paulo","2500",""
"HL7348","SmartWatch","1","Tayla","Lima","Rio de Janeiro","1400",""
"HL1918","iPhone","1","Juliana","Silva","Fortaleza","5300",""
"HL1918","iPhone","4","Lucas","Assunção","Fortaleza","5300",""
"HL9962","Android","2","Ana","Soledade","São Paulo","3400",""
"HL9962","Android","2","Thiago","Nóbrega","Belo Horizonte","3400",""
"HL9962","Android","2","Fabio","Boccaletti","Salvador","3400",""
"HL1918","iPhone","1","Bruno","Oliveira","Salvador","5300",""
"HL8851","Notebook","5","Bruna","Rosa","Porto Alegre","3500",""
"HL1148","Câmera","4","Yasser","Calbucci","Salvador","2100",""
"HL8851","Notebook","1","Lucas","Neto","Goiás","3500",""
"HL1918","iPhone","1","Debora","Silva","Salvador","5300",""
"HL4379","Televisão","1","Gustavo","Guimarães","Fortaleza","2500",""
"HL7348","SmartWatch","4","Milena","Pereira","Rio de Janeiro","1400",""
"HL1918","iPhone","1","Kim","Ferreira","Recife","5300",""
"HL4379","Televisão","4","Rafael","Portela","Belo Horizonte","2500",""
"HL4379","Televisão","2","Mayara","Soares","Rio de Janeiro","2500",""
"HL8851","Notebook","4","Juliana","Correa","São Paulo","3500",""
"HL8851","Notebook","2","Laura","Araujo","Porto Alegre","3500",""
"HL7348","SmartWatch","5","Caio","Silva","São Paulo","1400",""
"HL4379","Televisão","5","Lucas","Lima","Fortaleza","2500",""
"HL7348","SmartWatch","4","Sthefeson","Barroso","Curitiba","1400",""
"HL1148","Câmera","3","Dandara","Reis","Fortaleza","2100",""
"HL4379","Televisão","1","Lucas","Almeida","Fortaleza","2500",""
"HL4379","Televisão","5","Rogério","Gentile","Rio de Janeiro","2500",""
"HL9962","Android","4","Ana","Silva","Belo Horizonte","3400",""
"HL9962","Android","3","Beatriz","Li","Goiás","3400",""
"HL9962","Android","2","Joyce","Medina","Salvador","3400",""
"HL1918","iPhone","5","Gabriel","Assis","São Paulo","5300",""
"HL2714","Tablet","3","Gabriel","Thoni","Rio de Janeiro","1600",""
"HL1918","iPhone","3","Rachel","Silva","Curitiba","5300",""
"HL1918","iPhone","1","Thaís","Ribeiro","São Paulo","5300",""
"HL1918","iPhone","2","Giovanna","Santos","Fortaleza","5300",""
"HL8851","Notebook","3","Thais","Rodrigues","Porto Alegre","3500",""
"HL2714","Tablet","4","Thales","Santos","Rio de Janeiro","1600",""
"HL1918","iPhone","5","João","Junior","Porto Alegre","5300",""
"HL9962","Android","4","Manuela","Ferreira","São Paulo","3400",""
"HL8851","Notebook","1","Thiago","Veloso","São Paulo","3500",""
"HL8851","Notebook","4","Mariana","Freire","Curitiba","3500",""
"HL7348","SmartWatch","1","Alexandre","Rodriguez","Fortaleza","1400",""
"HL4379","Televisão","3","Yasmim","Verly","Porto Alegre","2500",""
"HL8851","Notebook","5","Arthur","Pereira","Goiás","3500",""
"HL9962","Android","3","Thayna","Martins","São Paulo","3400",""
"HL8851","Notebook","2","David","Campelo","Rio de Janeiro","3500",""
"HL8851","Notebook","2","Lucas","Freitas","Salvador","3500",""
"HL4379","Televisão","2","Mateus","Maia","Goiás","2500",""
"HL4379","Televisão","1","Paula","Cavalcanti","Rio de Janeiro","2500",""
"HL1918","iPhone","4","Dykson","Silva","Fortaleza","5300",""
"HL1148","Câmera","4","William","Mendonça","Rio de Janeiro","2100",""
"HL8851","Notebook","1","Raphael","Guedes","São Paulo","3500",""
"HL1918","iPhone","3","Helvio","Pedrosa","São Paulo","5300",""
"HL8851","Notebook","4","João","Costa","Belo Horizonte","3500",""
"HL4379","Televisão","1","Wen","Santos","Porto Alegre","2500",""
"HL1148","Câmera","1","Juliana","Goes","Salvador","2100",""
"HL2714","Tablet","1","Bruna","Chein","Fortaleza","1600",""
"HL2714","Tablet","4","Fabio","Ramos","Salvador","1600",""
"HL1918","iPhone","3","Antonio","Manhães","Rio de Janeiro","5300",""
"HL2714","Tablet","5","Thaís","Ribeiro","Goiás","1600",""
"HL8851","Notebook","5","Julia","Penteado","São Paulo","3500",""
"HL1918","iPhone","2","Gustavo","Gomes","Fortaleza","5300",""
"HL8851","Notebook","4","Anna","Silva","Salvador","3500",""
"HL8851","Notebook","4","Paulo","Campos","Salvador","3500",""
"HL7348","SmartWatch","1","Carolina","Bernardes","Rio de Janeiro","1400",""
"HL1918","iPhone","1","Diogo","Ressurreição","Salvador","5300",""
"HL9962","Android","2","Anderson","Cavalcanti","Salvador","3400",""
"HL4379","Televisão","2","Natali","Rangel","São Paulo","2500",""
"HL2714","Tablet","1","Roberto","Nogueira","São Paulo","1600",""
"HL1918","iPhone","2","Mayara","Soares","Curitiba","5300",""
"HL1918","iPhone","1","Mariana","Sousa","Salvador","5300",""
"HL7348","SmartWatch","5","David","Vasconcelos","Fortaleza","1400",""
"HL4379","Televisão","5","Isabela","Teixeira","Fortaleza","2500",""
"HL9962","Android","5","Victor","Magalhães","São Paulo","3400",""
"HL9962","Android","4","Matheus","Tostes","Rio de Janeiro","3400",""
"HL1918","iPhone","3","Nicolas","Monteiro","Goiás","5300",""
"HL1918","iPhone","3","Ananda","Dias","São Paulo","5300",""
"HL9962","Android","2","Jorge","Fonseca","Fortaleza","3400",""
"HL1918","iPhone","4","Amanda","Braga","Porto Alegre","5300",""
"HL8851","Notebook","3","Isabela","Rodrigues","Salvador","3500",""
"HL8851","Notebook","4","Mariane","Ferreira","Salvador","3500",""
"HL4379","Televisão","1","Bianca","Paz","Curitiba","2500",""
"HL9962","Android","2","Khaio","Mesquita","São Paulo","3400",""
"HL1148","Câmera","3","Paula","Carneiro","Recife","2100",""
"HL4379","Televisão","1","Amanda","Braga","Goiás","2500",""
"HL4379","Televisão","1","Diego","Marchesi","Salvador","2500",""
"HL1918","iPhone","1","Victor","Corrêa","Porto Alegre","5300",""
"HL8851","Notebook","3","Yasmim","Bittencourt","São Paulo","3500",""
"HL4379","Televisão","3","Julie","Ferreira","Porto Alegre","2500",""
"HL1918","iPhone","4","Izabel","Lopes","São Paulo","5300",""
"HL8851","Notebook","1","Adriana","Passos","Fortaleza","3500",""
"HL1918","iPhone","4","Thomáz","Vannier","Belo Horizonte","5300",""
"HL7348","SmartWatch","1","Bruna","Silva","Fortaleza","1400",""
"HL2714","Tablet","4","Caio","Cardoso","São Paulo","1600",""
"HL2714","Tablet","4","Mariana","Miranda","Curitiba","1600",""
"HL4379","Televisão","4","Ana","Soledade","Fortaleza","2500",""
"HL9962","Android","2","Paula","Carneiro","Belo Horizonte","3400",""
"HL1918","iPhone","5","Ana","Carvalho","Belo Horizonte","5300",""
"HL8851","Notebook","5","Fernanda","Coutinho","Fortaleza","3500",""
"HL1148","Câmera","3","João","Abraçado","Curitiba","2100",""
"HL9962","Android","1","Carolina","Motta","Recife","3400",""
"HL1918","iPhone","4","Isabella","Rodrigues","Salvador","5300",""
"HL9962","Android","4","Carolina","Santos","Goiás","3400",""
"HL9962","Android","3","Luiz","Campista","Salvador","3400",""
"HL2714","Tablet","4","Rachel","Silva","Recife","1600",""
"HL1148","Câmera","2","Raul","Silveira","Salvador","2100",""
"HL7348","SmartWatch","5","Gabriel","Thome","Recife","1400",""
"HL4379","Televisão","4","Carolina","Rocha","São Paulo","2500",""
"HL8851","Notebook","2","Arthur","Fernandes","Fortaleza","3500",""
"HL1918","iPhone","2","Fernanda","Rubim","São Paulo","5300",""
"HL8851","Notebook","5","Pedro","Santos","Recife","3500",""
"HL4379","Televisão","3","Matheus","Delgado","Curitiba","2500",""
"HL8851","Notebook","5","Kim","Ferreira","São Paulo","3500",""
"HL2714","Tablet","1","Joao","Pereira","Rio de Janeiro","1600",""
"HL2714","Tablet","4","Raul","Silveira","Porto Alegre","1600",""
"HL8851","Notebook","4","Vitor","Arruda","Rio de Janeiro","3500",""
"HL9962","Android","4","Raissa","Pinheiro","Fortaleza","3400",""
"HL9962","Android","2","João","Luz","Salvador","3400",""
"HL4379","Televisão","5","Danilo","Mendonça","Salvador","2500",""
"HL4379","Televisão","1","Adrielle","Vieira","Salvador","2500",""
"HL4379","Televisão","5","Carlos","Silva","Curitiba","2500",""
"HL2714","Tablet","5","Clara","Bruno","Curitiba","1600",""
"HL4379","Televisão","5","Jorge","Carvalho","Fortaleza","2500",""
"HL1918","iPhone","1","Raíssa","Oros","Goiás","5300",""
"HL7348","SmartWatch","5","Rodrigo","Bruno","Goiás","1400",""
"HL9962","Android","2","Fernanda","Bhering","Rio de Janeiro","3400",""
"HL1918","iPhone","1","Mateus","Polastri","São Paulo","5300",""
"HL2714","Tablet","3","Débora","Lopes","São Paulo","1600",""
"HL1918","iPhone","4","Leandro","Melo","São Paulo","5300",""
"HL7348","SmartWatch","2","Gabriel","Pereira","Fortaleza","1400",""
"HL1148","Câmera","1","Livia","Codeceira","São Paulo","2100",""
"HL1148","Câmera","2","Gustavo","Guimarães","São Paulo","2100",""
"HL9962","Android","2","Luíza","Goulart","Rio de Janeiro","3400",""
"HL4379","Televisão","2","Rachel","Silva","Fortaleza","2500",""
"HL1148","Câmera","1","Amanda","Braga","Recife","2100",""
"HL1148","Câmera","3","Caroline","Delgado","Salvador","2100",""
"HL9962","Android","2","João","Junior","Fortaleza","3400",""
"HL4379","Televisão","3","Caio","Affonso","Fortaleza","2500",""
"HL8851","Notebook","1","Ananda","Dias","Porto Alegre","3500",""
"HL1918","iPhone","3","Caroline","Aquino","Curitiba","5300",""
"HL7348","SmartWatch","2","David","Vasconcelos","Rio de Janeiro","1400",""
"HL9962","Android","2","Antônio","Soares","Rio de Janeiro","3400",""
"HL4379","Televisão","1","Eduardo","Soares","Goiás","2500",""
"HL1918","iPhone","3","Mariana","Barrozo","São Paulo","5300",""
"HL7348","SmartWatch","4","Antonio","Manhães","Salvador","1400",""
"HL1918","iPhone","2","Natalia","Andrade","São Paulo","5300",""
"HL1918","iPhone","1","Caroline","Delgado","Rio de Janeiro","5300",""
"HL1918","iPhone","4","Felipe","Jorge","Belo Horizonte","5300",""
"HL1148","Câmera","2","Guilherme","Jordao","Rio de Janeiro","2100",""
"HL1918","iPhone","1","Henrique","Oliveira","Salvador","5300",""
"HL1918","iPhone","1","Karine","Barros","Curitiba","5300",""
"HL7348","SmartWatch","5","Vanessa","Rodrigues","Rio de Janeiro","1400",""
"HL8851","Notebook","5","Luíza","Garcia","São Paulo","3500",""
"HL4379","Televisão","4","Maurício","Dias","Curitiba","2500",""
"HL9962","Android","1","Ana","Almeida","Recife","3400",""
"HL1918","iPhone","2","Rebeca","Reis","Goiás","5300",""
"HL1918","iPhone","2","Bianca","Tatsch","Recife","5300",""
"HL4379","Televisão","5","Gabriel","Rubim","Goiás","2500",""
"HL4379","Televisão","4","Aline","Mello","Recife","2500",""
"HL1918","iPhone","4","Joyce","Souza","Rio de Janeiro","5300",""
"HL9962","Android","5","Roberto","Nogueira","Rio de Janeiro","3400",""
"HL1918","iPhone","4","Pedro","Jorge","Recife","5300",""
"HL9962","Android","2","Rogério","Gentile","Rio de Janeiro","3400",""
"HL9962","Android","3","Henrique","Lencastre","Recife","3400",""
"HL1918","iPhone","2","Raul","Silveira","Fortaleza","5300",""
"HL9962","Android","3","Pedro","Santos","Rio de Janeiro","3400",""
"HL1918","iPhone","4","Rafaela","Ferreira","Salvador","5300",""
"HL1918","iPhone","2","Ana","Gonzaga","Porto Alegre","5300",""
"HL4379","Televisão","5","Luis","Garcia","Rio de Janeiro","2500",""
"HL1918","iPhone","1","Larissa","Florim","São Paulo","5300",""
"HL9962","Android","2","Pedro","Santos","Salvador","3400",""
"HL4379","Televisão","2","Fernanda","Silva","Rio de Janeiro","2500",""
"HL2714","Tablet","2","Bernardo","Botelho","Salvador","1600",""
"HL9962","Android","1","Wellington","Duarte","Rio de Janeiro","3400",""
"HL4379","Televisão","1","Victor","Gomes","Recife","2500",""
"HL4379","Televisão","2","Manuela","Ferreira","Rio de Janeiro","2500",""
"HL7348","SmartWatch","5","Julia","Leite","São Paulo","1400",""
"HL4379","Televisão","2","Daniel","Ortiz","Belo Horizonte","2500",""
"HL9962","Android","5","Mônica","Rotolo","Belo Horizonte","3400",""
"HL9962","Android","4","Iuri","Barbosa","Rio de Janeiro","3400",""
"HL1918","iPhone","2","Debora","Silva","São Paulo","5300",""
"HL9962","Android","5","Luiza","Ribeiro","Recife","3400",""
"HL2714","Tablet","3","Rodrigo","Alves","Fortaleza","1600",""
